lfc,names,ambiguousNames
Scancode,"[""scancode://cygwin-exception-3.0"",""Cygwin exception to GPL 3.0 or later""]",[]
Scancode,"[""scancode://d-fsl-1.0-en"",""German Free Software License""]",[]
Scancode,"[""scancode://digia-qt-commercial"",""Digia Qt Commercial""]",[]
Scancode,"[""scancode://lgpl-2.1-qt-company-2017"",""LGPL 2.1 with Qt Company Exception 2017""]",[]
Scancode,"[""scancode://goahead"",""GoAhead License""]",[]
Scancode,"[""scancode://afpl-9.0"",""Aladdin FPL v9""]",[]
Scancode,"[""scancode://paul-mackerras-new"",""Paul Mackerras New License""]",[]
Scancode,"[""scancode://generic-export-compliance"",""Generic Export Compliance Notice""]",[]
Scancode,"[""scancode://qt-gpl-exception-1.0"",""Qt GPL exception 1.0"",""Qt-GPL-exception-1.0""]",[]
Scancode,"[""scancode://aptana-1.0"",""Aptana 1.0""]",[]
Scancode,"[""scancode://free-fork"",""Free-Fork License""]",[]
Scancode,"[""scancode://jython"",""Jython License""]",[]
Scancode,"[""scancode://sun-rpc"",""Sun RPC License""]",[]
Scancode,"[""scancode://adobe-flex-4-sdk"",""Adobe Flex 4 SDK SLA""]",[]
Scancode,"[""scancode://sun-bcl-java-servlet-imp-2.1.1"",""Sun BCL Java Servlet Implementation 2.1.1""]",[]
Scancode,"[""scancode://can-ogl-toronto-1.0"",""OGL Toronto 1.0""]",[]
Scancode,"[""scancode://bsd-simplified-source"",""BSD-Simplified source""]",[]
Scancode,"[""scancode://openssl-exception-mongodb-sspl"",""OpenSSL exception to MongoDB SSPL""]",[]
Scancode,"[""scancode://xming"",""Xming License""]",[]
Scancode,"[""scancode://ocb-open-source-2013"",""OCB for OpenSource 2013""]",[]
Scancode,"[""scancode://tested-software"",""Tested Software License""]",[]
Scancode,"[""scancode://gpl-2.0-proguard"",""GPL 2.0 with ProGuard exception""]",[]
Scancode,"[""scancode://linking-exception-agpl-3.0"",""Linking exception to AGPL 3.0""]",[]
Scancode,"[""scancode://gcc-linking-exception-2.0"",""GCC Linking exception to GPL 2.0 or later"",""GCC-exception-2.0""]",[]
Scancode,"[""scancode://activestate-community"",""ActiveState Community License""]",[]
Scancode,"[""scancode://sun-bcl-sdk-1.4.2"",""Sun BCL SDK 1.4.2""]",[]
Scancode,"[""scancode://melange"",""Melange Public License""]",[]
Scancode,"[""scancode://jboss-eula"",""JBoss EULA""]",[]
Scancode,"[""scancode://dbcl-1.0"",""DbCL 1.0""]",[]
Scancode,"[""scancode://gpl-2.0-libgit2"",""GPL 2.0 with libgit2 exception""]",[]
Scancode,"[""scancode://adobe-flash-player-eula-21.0"",""Adobe Flash Player EULA 21.0""]",[]
Scancode,"[""scancode://ldpl-2.0"",""LDPL-2.0""]",[]
Scancode,"[""scancode://rsa-md4"",""RSA-MD4 License""]",[]
Scancode,"[""scancode://zeusbench"",""ZeusBench notice""]",[]
Scancode,"[""scancode://dpl-1.1"",""DPL-1.1""]",[]
Scancode,"[""scancode://aes-128-3.0"",""AES-128 3.0 License""]",[]
Scancode,"[""scancode://ms-asp-net-software"",""MS ASP.NET Software License""]",[]
Scancode,"[""scancode://oracle-master-agreement"",""Oracle Master Agreement (OMA)""]",[]
Scancode,"[""scancode://google-patent-license-golang"",""Google Patent License for Go""]",[]
Scancode,"[""scancode://oreilly-notice"",""O'Reilly Code Sample Notice""]",[]
Scancode,"[""scancode://flex2sdk"",""Adobe Flex 2.0.1 SDK EULA""]",[]
Scancode,"[""scancode://ms-net-library-2019-06"",""MS .NET Library License 2019-06""]",[]
Scancode,"[""scancode://protobuf"",""Protobuf License""]",[]
Scancode,"[""scancode://bsd-2-clause-plus-advertizing"",""BSD-2-Clause-plus-advertizing""]",[]
Scancode,"[""scancode://gary-s-brown"",""Gary S. Brown License""]",[]
Scancode,"[""scancode://oracle-otn-javase-2019"",""OTN for Oracle Java SE 2019""]",[]
Scancode,"[""scancode://otn-dev-dist-2009"",""OTN License 2009""]",[]
Scancode,"[""scancode://st-bsd-restricted"",""STMicro BSD Restricted""]",[]
Scancode,"[""scancode://ntpl-origin"",""NTP Origin License""]",[]
Scancode,"[""scancode://mit-taylor-variant"",""MIT Taylor Variant""]",[]
Scancode,"[""scancode://saf"",""Service Availability Forum License""]",[]
Scancode,"[""scancode://autoconf-exception-3.0"",""Autoconf exception to GPL 3.0"",""Autoconf-exception-3.0""]",[]
Scancode,"[""scancode://google-tos-2013"",""Google TOS 2013""]",[]
Scancode,"[""scancode://otn-dev-dist-2014"",""OTN License 2014""]",[]
Scancode,"[""scancode://keith-rule"",""Keith Rule License""]",[]
Scancode,"[""scancode://x11-dsc"",""X11-Style (DSC Technologies)""]",[]
Scancode,"[""scancode://snmp4j-smi"",""SNMP4J-SMI License""]",[]
Scancode,"[""scancode://ms-limited-public"",""MS Limited Public License""]",[]
Scancode,"[""scancode://epo-osl-2005.1"",""EPO-OSL""]",[]
Scancode,"[""scancode://generic-trademark"",""Generic Trademark Notice""]",[]
Scancode,"[""scancode://openmap"",""OpenMap Software License Agreement""]",[]
Scancode,"[""scancode://otn-standard-2014-09"",""OTN License 2014-09""]",[]
Scancode,"[""scancode://mule-source-1.1.4"",""Mule Source PL 1.1.4""]",[]
Scancode,"[""scancode://arm-cortex-mx"",""ARM Cortex-Mx Proprietary""]",[]
Scancode,"[""scancode://secret-labs-2011"",""Secret Labs License 2011""]",[]
Scancode,"[""scancode://cc-nc-sampling-plus-1.0"",""NonCommercial Sampling Plus 1.0""]",[]
Scancode,"[""scancode://network-time-protocol"",""Duplicate Network Time Protocol License""]",[]
Scancode,"[""scancode://autoit-eula"",""Autoit EULA""]",[]
Scancode,"[""scancode://public-domain-disclaimer"",""Public Domain Disclaimer""]",[]
Scancode,"[""scancode://twisted-snmp"",""TwistedSNMP License""]",[]
Scancode,"[""scancode://ocaml-lgpl-linking-exception"",""OCaml LGPL Linking Exception"",""OCaml-LGPL-linking-exception""]",[]
Scancode,"[""scancode://ttf2pt1"",""TTF2PT1 Project License""]",[]
Scancode,"[""scancode://hdf4"",""HDF4 License""]",[]
Scancode,"[""scancode://openjdk-exception"",""OpenJDK Exception""]",[]
Scancode,"[""scancode://william-alexander"",""William Alexander License""]",[]
Scancode,"[""scancode://proprietary"",""Proprietary""]",[]
Scancode,"[""scancode://sun-entitlement-jaf"",""Sun Entitlement JAF""]",[]
Scancode,"[""scancode://mit-old-style-sparse"",""MIT Old Style Spare""]",[]
Scancode,"[""scancode://docbook"",""Docbook License""]",[]
Scancode,"[""scancode://owal-1.0"",""Opera Web Applications License 1.0""]",[]
Scancode,"[""scancode://sun-java-web-services-dev-pack-1.6"",""Sun Java Web Services Developer Pack 1.6""]",[]
Scancode,"[""scancode://sun-bcl-j2re-1.2.x"",""Sun BCL J2RE 1.2.X""]",[]
Scancode,"[""scancode://tpl-1.0"",""TPL 1.0""]",[]
Scancode,"[""scancode://x11-lucent"",""X11-Style (Lucent)""]",[]
Scancode,"[""scancode://gsoap-1.3a"",""gSOAP Public License v1.3a""]",[]
Scancode,"[""scancode://ms-msn-webgrease"",""MS MSN WebGrease License""]",[]
Scancode,"[""scancode://autoconf-simple-exception"",""Autoconf simple exception""]",[]
Scancode,"[""scancode://naughter"",""Naughter Software License""]",[]
Scancode,"[""scancode://divx-open-1.0"",""DivX Open License 1.0""]",[]
Scancode,"[""scancode://bsd-credit"",""BSD-Credit""]",[]
Scancode,"[""scancode://cmu-simple"",""CMU Simple License""]",[]
Scancode,"[""scancode://corporate-accountability-commercial-1.1"",""CC+CAL""]",[]
Scancode,"[""scancode://bsd-plus-mod-notice"",""BSD plus modification notice""]",[]
Scancode,"[""scancode://adobe-general-tou"",""Adobe General TOU""]",[]
Scancode,"[""scancode://gpl-2.0-glibc"",""GPL 2.0 with GLibC exception""]",[]
Scancode,"[""scancode://google-patent-license"",""Google Patent License""]",[]
Scancode,"[""scancode://devblocks-1.0"",""Devblocks 1.0""]",[]
Scancode,"[""scancode://llnl"",""LLNL""]",[]
Scancode,"[""scancode://eclipse-sua-2011"",""Eclipse Foundation Software User Agreement 2011""]",[]
Scancode,"[""scancode://far-manager-exception"",""Far Manager exception to BSD-3-Clause""]",[]
Scancode,"[""scancode://stlport-2000"",""STLport License 2000""]",[]
Scancode,"[""scancode://ian-piumarta"",""Ian Piumarta License""]",[]
Scancode,"[""scancode://digia-qt-preview"",""Digia Qt Preview Agreement 2.4""]",[]
Scancode,"[""scancode://motorola"",""Motorola Microprocessor License""]",[]
Scancode,"[""scancode://wrox-download"",""Wrox Download Terms and Conditions""]",[]
Scancode,"[""scancode://llvm-exception"",""LLVM Exception to Apache 2.0"",""LLVM-exception""]",[]
Scancode,"[""scancode://qwt-exception-1.0"",""Qwt exception to LGPL 2.1"",""Qwt-exception-1.0""]",[]
Scancode,"[""scancode://anu-license"",""ANU License""]",[]
Scancode,"[""scancode://ms-patent-promise"",""MS Patent Promise for .NET""]",[]
Scancode,"[""scancode://logica-1.0"",""Logica OSL 1.0""]",[]
Scancode,"[""scancode://sgi-glx-1.0"",""SGI GLX Public License 1.0""]",[]
Scancode,"[""scancode://chris-stoy"",""Chris Stoy Attribution License""]",[]
Scancode,"[""scancode://ozplb-1.1"",""OZPLB 1.1""]",[]
Scancode,"[""scancode://gpl-2.0-ice"",""GPL 2.0 with Ice exception""]",[]
Scancode,"[""scancode://otn-dev-dist-2016"",""OTN License 2016""]",[]
Scancode,"[""scancode://dropbear"",""Dropbear License""]",[]
Scancode,"[""scancode://ppp"",""ppp License""]",[]
Scancode,"[""scancode://bsd-unchanged"",""BSD Unchanged""]",[]
Scancode,"[""scancode://bsd-2-clause-netbsd"",""BSD-2-Clause-NetBSD""]",[]
Scancode,"[""scancode://openssl-exception-gpl-3.0-plus"",""OpenSSL exception to GPL 3.0 or later""]",[]
Scancode,"[""scancode://jetty"",""Jetty License""]",[]
Scancode,"[""scancode://ms-sql-server-data-tools"",""MS SQL Server Data Tools License""]",[]
Scancode,"[""scancode://sun-glassfish"",""Sun GlassFish License""]",[]
Scancode,"[""scancode://sencha-commercial-3.17"",""Sencha Software License Agreement v3.17""]",[]
Scancode,"[""scancode://freebsd-doc"",""FreeBSD Doc License""]",[]
Scancode,"[""scancode://maxmind-geolite2-eula-2019"",""MaxMind GeoLite2 EULA 2019""]",[]
Scancode,"[""scancode://gpl-2.0-lmbench"",""GPL 2.0 with LMBench exception""]",[]
Scancode,"[""scancode://gareth-mccaughan"",""Gareth McCaughan License""]",[]
Scancode,"[""scancode://geoff-kuenning-1993"",""Geoff Kuenning License 1993""]",[]
Scancode,"[""scancode://ssleay-windows"",""Original SSLeay License with Windows Clause""]",[]
Scancode,"[""scancode://larabie"",""Larabie Fonts EULA""]",[]
Scancode,"[""scancode://lumisoft-mail-server"",""LumiSoft Mail Server License""]",[]
Scancode,"[""scancode://slf4j-2005"",""SLF4J License 2005""]",[]
Scancode,"[""scancode://netcomponents"",""NetComponents License""]",[]
Scancode,"[""scancode://eclipse-sua-2017"",""Eclipse Foundation Software User Agreement 2017""]",[]
Scancode,"[""scancode://ldpc-1999"",""LDPC-1999""]",[]
Scancode,"[""scancode://freetts"",""FreeTTS License""]",[]
Scancode,"[""scancode://stax"",""Stax License""]",[]
Scancode,"[""scancode://wingo"",""wingo License""]",[]
Scancode,"[""scancode://ms-net-library"",""MS .NET Library License""]",[]
Scancode,"[""scancode://qt-lgpl-exception-1.1"",""Qt LGPL exception 1.1"",""Qt-LGPL-exception-1.1""]",[]
Scancode,"[""scancode://ms-exchange-server-2010-sp2-sdk"",""MS Exchange Server 2010 SP2 Web Services SDK""]",[]
Scancode,"[""scancode://mentalis"",""Mentalis License""]",[]
Scancode,"[""scancode://madwifi-dual"",""MadWifi Dual BSD-GPL""]",[]
Scancode,"[""scancode://oracle-mysql-foss-exception-2.0"",""Oracle MySQL FOSS exception to GPL 2.0""]",[]
Scancode,"[""scancode://sencha-dev-floss-exception"",""Sencha GPL 3.0 Exception for Development""]",[]
Scancode,"[""scancode://copyheart"",""Copyheart""]",[]
Scancode,"[""scancode://trolltech-gpl-exception-1.2"",""Trolltech GPL Exception 1.2""]",[]
Scancode,"[""scancode://ntlm"",""NTLM License""]",[]
Scancode,"[""scancode://mysql-connector-odbc-exception-2.0"",""MySQL Connector ODBC exception to GPL 2.0""]",[]
Scancode,"[""scancode://hippocratic-1.0"",""Hippocratic License 1.0""]",[]
Scancode,"[""scancode://sun-bcl-sdk-5.0"",""Sun BCL SDK 5.0""]",[]
Scancode,"[""scancode://nokia-qt-exception-1.1"",""Nokia Qt Exception to LGPL 2.1""]",[]
Scancode,"[""scancode://svndiff"",""svndiff License""]",[]
Scancode,"[""scancode://trca-odl-1.0"",""TRCA Open Data Licence 1.0""]",[]
Scancode,"[""scancode://pd-programming"",""PD'Programming License""]",[]
Scancode,"[""scancode://x11r5-authors"",""X11-R5 Authors""]",[]
Scancode,"[""scancode://pdl-1.0"",""PDL-1.0""]",[]
Scancode,"[""scancode://ecma-documentation"",""Ecma Documentation License""]",[]
Scancode,"[""scancode://bloomberg-blpapi"",""Bloomberg BLPAPI License""]",[]
Scancode,"[""scancode://bsd-no-disclaimer"",""BSD-2-Clause no disclaimer""]",[]
Scancode,"[""scancode://ms-refl"",""MS Reference License""]",[]
Scancode,"[""scancode://odl"",""Open Directory License""]",[]
Scancode,"[""scancode://zapatec-calendar"",""Zapatec Calendar License""]",[]
Scancode,"[""scancode://bsd-ack-carrot2"",""BSD Acknowledgment (Carrot2) License""]",[]
Scancode,"[""scancode://takuya-ooura"",""Takuya OOURA License""]",[]
Scancode,"[""scancode://newton-king-cla"",""Newton-King CLA""]",[]
Scancode,"[""scancode://synopsys-mit"",""Synopsys MIT License""]",[]
Scancode,"[""scancode://blas-2017"",""BLAS License 2017""]",[]
Scancode,"[""scancode://android-sdk-2009"",""Android SDK License 2009""]",[]
Scancode,"[""scancode://mit-xfig"",""MIT Xfig Variant""]",[]
Scancode,"[""scancode://sun-entitlement-03-15"",""Sun Entitlement 3 plus 15""]",[]
Scancode,"[""scancode://rsa-demo"",""RSA Demo License""]",[]
Scancode,"[""scancode://genivia-gsoap"",""Genivia Proprietary""]",[]
Scancode,"[""scancode://enhydra-1.1"",""Enhydra 1.1""]",[]
Scancode,"[""scancode://qualcomm-turing"",""Qualcomm Turing License""]",[]
Scancode,"[""scancode://dbad"",""dbad""]",[]
Scancode,"[""scancode://hp-software-eula"",""HP Software EULA""]",[]
Scancode,"[""scancode://quicktime"",""Apple Quicktime License""]",[]
Scancode,"[""scancode://mulle-kybernetik"",""Mulle Kybernetik License""]",[]
Scancode,"[""scancode://libzip"",""libzip License""]",[]
Scancode,"[""scancode://rsa-md2"",""RSA-MD2 License""]",[]
Scancode,"[""scancode://hp"",""HP Non-Commercial License""]",[]
Scancode,"[""scancode://mit-with-modification-obligations"",""MIT With Modification Obligations""]",[]
Scancode,"[""scancode://cximage"",""CxImage License""]",[]
Scancode,"[""scancode://activestate-komodo-edit"",""ActiveState Komodo Edit EULA""]",[]
Scancode,"[""scancode://mtx-licensing-statement"",""MicroType Express (MTX) License""]",[]
Scancode,"[""scancode://gpl-2.0-gcc-compiler-exception"",""GPL 2.0 with GCC compiler exception""]",[]
Scancode,"[""scancode://libsrv-1.0.2"",""libsrv License v1.0.2""]",[]
Scancode,"[""scancode://lgpl-2.1-nokia-qt"",""LGPL 2.1 with Nokia Qt Exception""]",[]
Scancode,"[""scancode://lgpl-2.1-qt-company"",""LGPL 2.1 with Qt Company Exception""]",[]
Scancode,"[""scancode://agpl-2.0"",""AGPL 2.0""]",[]
Scancode,"[""scancode://boost-original"",""Boost Original""]",[]
Scancode,"[""scancode://996-icu-1.0"",""Anti 996 License 1.0""]",[]
Scancode,"[""scancode://takao-abe"",""Takao Abe License""]",[]
Scancode,"[""scancode://ms-cl"",""MS-CL""]",[]
Scancode,"[""scancode://trolltech-gpl-exception-1.0"",""Trolltech GPL Exception 1.0""]",[]
Scancode,"[""scancode://osetpl-2.1"",""OSET 2.1""]",[]
Scancode,"[""scancode://bsd-new-nomod"",""BSD-3-Clause without notice modification""]",[]
Scancode,"[""scancode://michigan-disclaimer"",""University of Michigan OSL""]",[]
Scancode,"[""scancode://gpl-2.0-plus-ekiga"",""GPL 2.0 or later with Ekiga exception""]",[]
Scancode,"[""scancode://wthpl-1.0"",""WTHPL 1.0""]",[]
Scancode,"[""scancode://divx-open-2.1"",""DivX Open License 2.1""]",[]
Scancode,"[""scancode://gpl-2.0-library"",""GPL 2.0 with Library exception""]",[]
Scancode,"[""scancode://sencha-app-floss-exception"",""Sencha GPL 3.0 Exception for Applications""]",[]
Scancode,"[""scancode://sun-bcl-j2re-5.0"",""Sun BCL J2RE 5.0""]",[]
Scancode,"[""scancode://gust-font-1.0"",""GUST Font License 1.0""]",[]
Scancode,"[""scancode://quin-street"",""QuinStreet License""]",[]
Scancode,"[""scancode://wink"",""Wink License""]",[]
Scancode,"[""scancode://csla"",""CSLA License""]",[]
Scancode,"[""scancode://ghostscript-1988"",""Ghostscript General Public License 1988""]",[]
Scancode,"[""scancode://do-no-harm-0.1"",""Do No Harm""]",[]
Scancode,"[""scancode://x11-ibm"",""IBM Derivative Works License""]",[]
Scancode,"[""scancode://cc-sampling-1.0"",""Sampling 1.0""]",[]
Scancode,"[""scancode://gpl-2.0-djvu"",""GPL 2.0 with DjVu Patent Grant""]",[]
Scancode,"[""scancode://x11-xconsortium_veillard"",""X11-Style (X Consortium Veillard)""]",[]
Scancode,"[""scancode://ms-windows-driver-kit"",""MS Windows Driver Kit License""]",[]
Scancode,"[""scancode://isotope-cla"",""Isotope Commercial License Agreement""]",[]
Scancode,"[""scancode://broadcom-linking-unmodified"",""Broadcom Linking Exception if unmodified""]",[]
Scancode,"[""scancode://froala-owdl-1.0"",""Froala Open Web Design License""]",[]
Scancode,"[""scancode://ibm-nwsc"",""IBM Non-Warranted Sample Code License""]",[]
Scancode,"[""scancode://psytec-freesoft"",""Psytec Free Software License""]",[]
Scancode,"[""scancode://eclipse-sua-2014-11"",""Eclipse Foundation Software User Agreement 2014-11""]",[]
Scancode,"[""scancode://brocade-firmware"",""Brocade Firmware License""]",[]
Scancode,"[""scancode://can-ogl-ontario-1.0"",""OGL Ontario 1.0""]",[]
Scancode,"[""scancode://tanuki-community-sla-1.2"",""Tanuki Community SLA 1.2""]",[]
Scancode,"[""scancode://pftijah-1.1"",""PfTijah Public License 1.1""]",[]
Scancode,"[""scancode://openjdk-assembly-exception-1.0"",""OpenJDK Assembly exception to GPL 2.0"",""OpenJDK-assembly-exception-1.0""]",[]
Scancode,"[""scancode://x11-hanson"",""X11-Style (David R. Hanson)""]",[]
Scancode,"[""scancode://red-hat-attribution"",""Red Hat Attribution License""]",[]
Scancode,"[""scancode://dual-bsd-gpl"",""Dual BSD-GPL""]",[]
Scancode,"[""scancode://iptc-2006"",""IPTC License Agreement 2006""]",[]
Scancode,"[""scancode://addthis-mobile-sdk-1.0"",""AddThis Mobile Application SDK License 1.0""]",[]
Scancode,"[""scancode://facebook-patent-rights-2"",""Facebook Patent Rights 2""]",[]
Scancode,"[""scancode://mame"",""MAME license""]",[]
Scancode,"[""scancode://atmel-firmware"",""Atmel Firmware License""]",[]
Scancode,"[""scancode://ubdl"",""Unmodified Binary Distribution Licence""]",[]
Scancode,"[""scancode://d-zlib"",""D Zlib""]",[]
Scancode,"[""scancode://phil-bunce"",""Phil Bunce License""]",[]
Scancode,"[""scancode://genode-agpl-3.0-exception"",""Genode exception to AGPL 3.0""]",[]
Scancode,"[""scancode://ms-windows-server-2003-ddk"",""MS Windows Server 2003 DDK License""]",[]
Scancode,"[""scancode://openssl-exception-gpl-2.0"",""OpenSSL exception to GPL 2.0""]",[]
Scancode,"[""scancode://x11-sg"",""X11-Style (Silicon Graphics)""]",[]
Scancode,"[""scancode://term-readkey"",""Term Readkey License""]",[]
Scancode,"[""scancode://service-comp-arch"",""Service Component Architecture License""]",[]
Scancode,"[""scancode://infineon-free"",""Infineon Free Software License""]",[]
Scancode,"[""scancode://oclc-1.0"",""OCLC Research Public License 1.0""]",[]
Scancode,"[""scancode://mod-dav-1.0"",""mod_dav License 1.0""]",[]
Scancode,"[""scancode://netcat"",""Netcat License""]",[]
Scancode,"[""scancode://avisynth-linking-exception"",""Avisynth Linking Exception""]",[]
Scancode,"[""scancode://info-zip-2009-01"",""Info-Zip License 2009-01""]",[]
Scancode,"[""scancode://ecos"",""GPL 2.0 or later with eCos Exception"",""eCos-2.0""]",[]
Scancode,"[""scancode://adobe-eula"",""Adobe EULA""]",[]
Scancode,"[""scancode://ms-nt-resource-kit"",""MS NT Resource Kit License""]",[]
Scancode,"[""scancode://zipeg"",""Zipeg License""]",[]
Scancode,"[""scancode://ati-eula"",""ATI Software EULA""]",[]
Scancode,"[""scancode://ozplb-1.0"",""OZPLB 1.0""]",[]
Scancode,"[""scancode://qt-company-exception-lgpl-2.1"",""Qt Company Exception to LGPL 2.1""]",[]
Scancode,"[""scancode://philips-proprietary-notice-2000"",""Philips Proprietary Notice 2000""]",[]
Scancode,"[""scancode://broadcom-cfe"",""Broadcom CFE License""]",[]
Scancode,"[""scancode://bsd-3-clause-no-change"",""BSD 3-Clause No Change""]",[]
Scancode,"[""scancode://csprng"",""CSPRNG""]",[]
Scancode,"[""scancode://vuforia-2013-07-29"",""Vuforia 2013-07-29""]",[]
Scancode,"[""scancode://gutenberg-2020"",""Gutenberg License 2020""]",[]
Scancode,"[""scancode://vixie-cron"",""Vixie Cron License""]",[]
Scancode,"[""scancode://chris-maunder"",""Chris Maunder License""]",[]
Scancode,"[""scancode://sun-bcl-web-start"",""Sun BCL Web Start""]",[]
Scancode,"[""scancode://lzma-sdk-pd"",""LZMA SDK Public Domain""]",[]
Scancode,"[""scancode://zhorn-stickies"",""Zhorn Stickies License""]",[]
Scancode,"[""scancode://commercial-license"",""Commercial License""]",[]
Scancode,"[""scancode://x11-dec2"",""X11-Style (DEC 2)""]",[]
Scancode,"[""scancode://lzma-cpl-exception"",""LZMA exception to CPL 1.0"",""LZMA-exception""]",[]
Scancode,"[""scancode://nvidia-cuda-supplement-2020"",""CUDA Toolkit Supplement to SLA for NVIDIA SDKs""]",[]
